"customerkey","geographykey","name","birthdate","gender","occupation","commutedistance","city","state","country","postalcode"
15530,66,"Madison Johnson","1968-09-30","F","Professional","0-1 Miles","Sooke","British Columbia","Canada","V0"
15531,610,"Calvin Raji","1968-12-11","M","Professional","2-5 Miles","Bothell","Washington","United States","98011"
15532,307,"Marshall Jai","1968-08-03","M","Professional","2-5 Miles","Chula Vista","California","United States","91910"
15533,360,"Anna Richardson","1979-09-06","F","Professional","0-1 Miles","San Francisco","California","United States","94109"
15534,547,"Steven Bell","1969-03-21","M","Professional","2-5 Miles","Portland","Oregon","United States","97205"
15535,302,"Jordan Scott","1969-04-30","M","Professional","2-5 Miles","Burlingame","California","United States","94010"
15536,52,"Victoria Thomas","1974-08-09","F","Professional","0-1 Miles","Langley","British Columbia","Canada","V3A 4R2"
15537,325,"Destiny Peterson","1968-07-22","F","Professional","2-5 Miles","Glendale","California","United States","91203"
15538,326,"Luis Lal","1969-02-24","M","Professional","0-1 Miles","Grossmont","California","United States","91941"
15539,299,"Raul Goel","1967-07-23","M","Professional","2-5 Miles","Berkeley","California","United States","94704"
15540,302,"Randall Ortega","1973-04-04","M","Professional","0-1 Miles","Burlingame","California","United States","94010"
15541,352,"Zoe Morris","1967-10-05","F","Professional","2-5 Miles","Palo Alto","California","United States","94303"
15542,301,"Andrea Baker","1973-04-18","F","Professional","0-1 Miles","Burbank","California","United States","91502"
15543,59,"Emma Flores","1967-09-23","F","Professional","2-5 Miles","Oak Bay","British Columbia","Canada","V8P"
15544,325,"Thomas Brown","1968-06-12","M","Skilled Manual","2-5 Miles","Glendale","California","United States","91203"
15545,307,"Jennifer Rivera","1972-02-07","F","Skilled Manual","0-1 Miles","Chula Vista","California","United States","91910"
15546,552,"Robert Jenkins","1966-11-18","M","Skilled Manual","10+ Miles","W. Linn","Oregon","United States","97068"
15547,314,"Cassidy Wood","1967-04-05","F","Skilled Manual","0-1 Miles","Daly City","California","United States","94015"
15548,385,"Morgan Brooks","1966-03-12","F","Skilled Manual","2-5 Miles","Woodland Hills","California","United States","91364"
15549,49,"Richard Davis","1972-12-03","M","Skilled Manual","2-5 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
15550,611,"Orlando Alonso","1978-05-17","M","Skilled Manual","0-1 Miles","Bremerton","Washington","United States","98312"
15551,612,"Kaylee Gray","1973-01-02","F","Skilled Manual","2-5 Miles","Burien","Washington","United States","98168"
15552,631,"Tyler Lewis","1972-12-28","M","Skilled Manual","2-5 Miles","Olympia","Washington","United States","98501"
15553,301,"Ivan Lopez","1972-12-08","M","Professional","0-1 Miles","Burbank","California","United States","91502"
15554,311,"Zoe Bailey","1973-03-01","F","Professional","0-1 Miles","Concord","California","United States","94519"
15555,352,"Hailey Barnes","1966-04-22","F","Skilled Manual","2-5 Miles","Palo Alto","California","United States","94303"
15556,65,"Dylan Davis","1976-11-08","M","Skilled Manual","2-5 Miles","Shawnee","British Columbia","Canada","V9B 5T2"
15557,348,"Nathaniel Murphy","1966-02-11","M","Skilled Manual","0-1 Miles","Oakland","California","United States","94611"
15558,633,"Hailey Morris","1965-09-29","F","Skilled Manual","2-5 Miles","Puyallup","Washington","United States","98371"
15559,49,"Devin Flores","1970-05-22","M","Professional","2-5 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
15560,611,"Gabrielle Gray","1964-09-17","F","Professional","2-5 Miles","Bremerton","Washington","United States","98312"
15561,543,"Angel Young","1970-01-24","M","Professional","2-5 Miles","Lebanon","Oregon","United States","97355"
15562,611,"Kaitlyn James","1976-04-15","F","Professional","2-5 Miles","Bremerton","Washington","United States","98312"
15563,618,"Luke Lopez","1970-07-10","M","Professional","0-1 Miles","Issaquah","Washington","United States","98027"
15564,66,"Eduardo Hughes","1970-02-21","M","Professional","0-1 Miles","Sooke","British Columbia","Canada","V0"
15565,616,"Kyle Mitchell","1964-08-06","M","Professional","2-5 Miles","Everett","Washington","United States","98201"
15566,57,"Aaron Foster","1970-09-21","M","Professional","0-1 Miles","Newton","British Columbia","Canada","V2M1P1"
15567,49,"Carmen Madan","1964-12-21","F","Professional","0-1 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
15568,325,"Aaron Hayes","1963-07-11","M","Skilled Manual","2-5 Miles","Glendale","California","United States","91203"
15569,536,"Morgan Ward","1974-08-22","F","Skilled Manual","0-1 Miles","Beaverton","Oregon","United States","97005"
15570,372,"Brianna Powell","1975-02-05","F","Professional","0-1 Miles","Spring Valley","California","United States","91977"
15571,65,"Angel Allen","1975-03-06","M","Professional","2-5 Miles","Shawnee","British Columbia","Canada","V9B 5T2"
15572,54,"Anna Garcia","1963-09-16","F","Professional","2-5 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
15573,634,"Thomas Wilson","1969-08-21","M","Professional","0-1 Miles","Redmond","Washington","United States","98052"
15574,383,"Carlos Peterson","1969-01-17","M","Professional","0-1 Miles","West Covina","California","United States","91791"
15575,23,"Alvin Ye","1985-01-06","M","Professional","2-5 Miles","Gold Coast","Queensland","Australia","4217"
15576,9,"Carly Raje","1976-03-18","F","Management","0-1 Miles","Milsons Point","New South Wales","Australia","2061"
15577,10,"Mayra Malhotra","1975-08-25","F","Management","0-1 Miles","Newcastle","New South Wales","Australia","2300"
15578,35,"Diane Gill","1981-08-16","F","Management","0-1 Miles","Melbourne","Victoria","Australia","3000"
15579,31,"Brittany Coleman","1973-07-04","F","Professional","2-5 Miles","Hobart","Tasmania","Australia","7001"
15580,33,"Ruben Raman","1979-02-20","M","Professional","2-5 Miles","Cranbourne","Victoria","Australia","3977"
15581,36,"Toni Perez","1973-10-25","F","Professional","2-5 Miles","Melton","Victoria","Australia","3337"
15584,13,"Christy Raji","1972-10-14","F","Professional","10+ Miles","Port Macquarie","New South Wales","Australia","2444"
15585,19,"Roy Garcia","1978-03-05","M","Professional","10+ Miles","Wollongong","New South Wales","Australia","2500"
15586,21,"Victor Blanco","1975-02-24","M","Management","0-1 Miles","Caloundra","Queensland","Australia","4551"
15587,33,"Jessica Ward","1980-10-10","F","Management","0-1 Miles","Cranbourne","Victoria","Australia","3977"
15588,4,"Kristy Alvarez","1980-07-03","F","Management","2-5 Miles","Goulburn","New South Wales","Australia","2580"
15589,24,"Gilbert He","1974-10-13","M","Management","2-5 Miles","Hawthorne","Queensland","Australia","4171"
15590,35,"Marshall Wu","1974-09-24","M","Management","0-1 Miles","Melbourne","Victoria","Australia","3000"
15591,37,"Darren Srini","1975-03-22","M","Management","0-1 Miles","Seaford","Victoria","Australia","3198"
15592,8,"Janet Moreno","1983-10-01","F","Professional","10+ Miles","Matraville","New South Wales","Australia","2036"
15593,31,"Naomi Martin","1973-03-18","F","Professional","10+ Miles","Hobart","Tasmania","Australia","7001"
15594,4,"Joanna Carlson","1978-03-05","F","Management","0-1 Miles","Goulburn","New South Wales","Australia","2580"
15595,7,"Andre Sanchez","1971-08-05","M","Professional","0-1 Miles","Malabar","New South Wales","Australia","2036"
15596,17,"Gilbert Goel","1971-07-02","M","Professional","1-2 Miles","St. Leonards","New South Wales","Australia","2065"
15597,38,"Terry Raji","1971-08-06","M","Professional","1-2 Miles","South Melbourne","Victoria","Australia","3205"
15598,16,"Tanya Rubio","1971-04-20","F","Professional","5-10 Miles","Springwood","New South Wales","Australia","2777"
15599,26,"Darryl Ma","1970-11-18","M","Professional","5-10 Miles","Rockhampton","Queensland","Australia","4700"
15600,32,"Josue Dominguez","1974-05-02","M","Professional","10+ Miles","Bendigo","Victoria","Australia","3550"
15601,20,"Naomi Moreno","1979-08-09","F","Professional","10+ Miles","Brisbane","Queensland","Australia","4000"
15602,37,"Warren Wu","1979-01-14","M","Professional","5-10 Miles","Seaford","Victoria","Australia","3198"
15603,13,"Philip Blanco","1975-09-02","M","Professional","5-10 Miles","Port Macquarie","New South Wales","Australia","2444"
15604,31,"Clifford Prasad","1970-06-13","M","Professional","0-1 Miles","Hobart","Tasmania","Australia","7001"
15605,3,"Alan Yang","1970-02-21","M","Professional","10+ Miles","Darlinghurst","New South Wales","Australia","2010"
15606,33,"Marco Prasad","1970-06-10","M","Professional","10+ Miles","Cranbourne","Victoria","Australia","3977"
15607,20,"Ricky Gill","1975-09-19","M","Professional","5-10 Miles","Brisbane","Queensland","Australia","4000"
15608,120,"Faith James","1984-05-10","F","Clerical","2-5 Miles","Hof","Bayern","Germany","95010"
15609,222,"Karl Sharma","1985-08-11","M","Manual","0-1 Miles","Pantin","Seine Saint Denis","France","93500"
15610,273,"Jessica Gonzales","1986-04-11","F","Clerical","2-5 Miles","Watford","England","United Kingdom","WA3"
15611,215,"Michele Patel","1984-02-08","F","Manual","2-5 Miles","Colombes","Hauts de Seine","France","92700"
15612,259,"Damien Ma","1983-10-05","M","Manual","1-2 Miles","Milton Keynes","England","United Kingdom","MK8 8DF"
15613,221,"Melinda Moreno","1984-03-14","F","Manual","1-2 Miles","Drancy","Seine Saint Denis","France","93700"
15614,262,"Faith Simmons","1980-05-13","F","Skilled Manual","1-2 Miles","Oxford","England","United Kingdom","OX1"
15615,259,"Erika Alvarez","1984-08-12","F","Manual","2-5 Miles","Milton Keynes","England","United Kingdom","MK8 8DF"
15616,183,"Janet Alonso","1984-05-14","F","Manual","1-2 Miles","Orleans","Loiret","France","45000"
15617,197,"Dawn Chande","1984-08-02","F","Manual","2-5 Miles","Paris","Seine (Paris)","France","75008"
15618,162,"Gabriel Sharma","1978-08-26","M","Skilled Manual","1-2 Miles","Werne","Nordrhein-Westfalen","Germany","59368"
15619,236,"Levi Subram","1978-09-23","M","Skilled Manual","0-1 Miles","Cheltenham","England","United Kingdom","GL50"
15620,256,"Dominique Subram","1978-11-16","F","Skilled Manual","0-1 Miles","London","England","United Kingdom","W1X3SE"
15621,268,"Kelli Wu","1979-03-26","F","Skilled Manual","1-2 Miles","Liverpool","England","United Kingdom","L4 4HB"
15622,144,"Yvonne Schleger","1978-04-14","M","Manual","1-2 Miles","Essen","Hamburg","Germany","45001"
15623,195,"Molly Madan","1978-04-10","F","Skilled Manual","0-1 Miles","Paris","Seine (Paris)","France","75006"
15624,217,"Tyrone Rubio","1983-08-08","M","Skilled Manual","0-1 Miles","Paris La Defense","Hauts de Seine","France","92081"
15625,142,"Clinton Alvarez","1978-04-16","M","Clerical","1-2 Miles","Bonn","Hamburg","Germany","53001"
15626,155,"Eduardo White","1983-07-20","M","Clerical","1-2 Miles","Bottrop","Nordrhein-Westfalen","Germany","46236"
15627,146,"Troy Srini","1978-06-23","M","Clerical","1-2 Miles","Frankfurt am Main","Hamburg","Germany","60355"
15628,161,"Brianna Sandberg","1922-04-10","F","Skilled Manual","0-1 Miles","Solingen","Nordrhein-Westfalen","Germany","42651"
15629,162,"Meghan Ruiz","1977-03-31","F","Manual","1-2 Miles","Werne","Nordrhein-Westfalen","Germany","59368"
15630,260,"Nichole Tang","1976-10-30","F","Manual","1-2 Miles","Milton Keynes","England","United Kingdom","MK8 8ZD"
15631,263,"Clayton Andersen","1977-05-11","M","Manual","1-2 Miles","Oxford","England","United Kingdom","OX14 4SE"
15632,245,"Gloria Carlson","1976-07-08","F","Manual","0-1 Miles","London","England","United Kingdom","E17 6JF"
15633,128,"Ashlee Shan","1977-02-08","F","Manual","0-1 Miles","Dresden","Hessen","Germany","01071"
15634,271,"Dalton Kelly","1982-05-23","M","Manual","2-5 Miles","Warrington","England","United Kingdom","WA1"
15635,261,"Sheila Martin","1977-02-20","F","Manual","2-5 Miles","Newcastle upon Tyne","England","United Kingdom","NT20"
15636,127,"David White","1975-11-22","M","Clerical","1-2 Miles","Darmstadt","Hessen","Germany","64283"
15637,179,"Russell Sharma","1977-01-19","M","Clerical","1-2 Miles","Saint Ouen","Charente-Maritime","France","17490"
15638,259,"Rosa He","1947-01-23","F","Clerical","0-1 Miles","Milton Keynes","England","United Kingdom","MK8 8DF"
15639,21,"Melanie Coleman","1985-08-30","F","Manual","0-1 Miles","Caloundra","Queensland","Australia","4551"
15640,21,"Gary Gomez","1985-10-14","M","Manual","1-2 Miles","Caloundra","Queensland","Australia","4551"
15641,33,"Marco Sara","1983-11-01","M","Manual","2-5 Miles","Cranbourne","Victoria","Australia","3977"
15642,35,"Cara Gao","1983-02-21","F","Manual","0-1 Miles","Melbourne","Victoria","Australia","3000"
15643,14,"Omar Raji","1983-03-20","M","Manual","0-1 Miles","Rhodes","New South Wales","Australia","2138"
15644,4,"Savannah Gonzalez","1985-02-16","F","Manual","1-2 Miles","Goulburn","New South Wales","Australia","2580"
15645,10,"Javier Gill","1984-09-08","M","Clerical","0-1 Miles","Newcastle","New South Wales","Australia","2300"
15646,31,"Emma Kelly","1984-05-02","F","Manual","2-5 Miles","Hobart","Tasmania","Australia","7001"
15647,23,"Dawn He","1984-05-19","F","Clerical","0-1 Miles","Gold Coast","Queensland","Australia","4217"
15648,34,"Edgar Gonzalez","1984-03-03","M","Clerical","0-1 Miles","Geelong","Victoria","Australia","3220"
15649,160,"Melinda Jimenez","1954-04-07","F","Clerical","0-1 Miles","Paderborn","Nordrhein-Westfalen","Germany","33098"
15650,208,"Ronnie Li","1972-01-31","M","Manual","0-1 Miles","Saint Germain en Laye","Yveline","France","78100"
15651,212,"Ann Lopez","1972-07-09","F","Manual","1-2 Miles","Morangis","Essonne","France","91420"
15652,229,"Barbara Wang","1966-11-22","F","Clerical","0-1 Miles","Berks","England","United Kingdom","SL4 1RH"
15653,254,"Gerald Madan","1977-12-01","M","Clerical","0-1 Miles","London","England","United Kingdom","W1N 9FA"
15654,200,"Levi Fernandez","1965-09-09","M","Manual","2-5 Miles","Paris","Seine (Paris)","France","75012"
15655,144,"Deanna Gomez","1971-10-30","F","Manual","1-2 Miles","Essen","Hamburg","Germany","45001"
15656,178,"Darryl Zhao","1965-12-13","M","Manual","1-2 Miles","Sulzbach Taunus","Saarland","Germany","66272"
15657,271,"Marcus Hayes","1965-12-18","M","Clerical","0-1 Miles","Warrington","England","United Kingdom","WA1"
15658,184,"Victoria Rogers","1965-02-12","F","Manual","2-5 Miles","Metz","Moselle","France","57000"
15659,127,"Angela Rivera","1964-08-13","F","Manual","0-1 Miles","Darmstadt","Hessen","Germany","64283"
15660,250,"April Jai","1965-03-01","F","Manual","0-1 Miles","London","England","United Kingdom","SW6 SBY"
15661,269,"Brandon Robinson","1965-02-16","M","Clerical","0-1 Miles","Stoke-on-Trent","England","United Kingdom","AS23"
15662,279,"Megan Richardson","1965-11-21","F","Clerical","0-1 Miles","York","England","United Kingdom","YO15"
15663,196,"Mandy Chen","1965-01-05","F","Clerical","0-1 Miles","Paris","Seine (Paris)","France","75007"
15664,172,"Jill Vazquez","1970-04-22","F","Clerical","0-1 Miles","Offenbach","Saarland","Germany","63009"
15665,198,"Kristi Sai","1965-01-02","F","Clerical","0-1 Miles","Paris","Seine (Paris)","France","75009"
15666,205,"Bianca Liang","1981-10-18","F","Manual","0-1 Miles","Lieusaint","Seine et Marne","France","77127"
15667,151,"Hector Ramos","1976-03-16","M","Clerical","0-1 Miles","Paderborn","Hamburg","Germany","33041"
15668,273,"Erick Fernandez","1981-02-23","M","Clerical","0-1 Miles","Watford","England","United Kingdom","WA3"
15669,279,"Paul Suurs","1981-04-20","F","Clerical","0-1 Miles","York","England","United Kingdom","YO15"
15670,183,"Sergio Sánchez","1975-01-31","M","Manual","1-2 Miles","Orleans","Loiret","France","45000"
15671,268,"Lawrence Torres","1974-11-24","M","Manual","0-1 Miles","Liverpool","England","United Kingdom","L4 4HB"
15672,160,"Kelvin Nara","1974-07-19","M","Manual","2-5 Miles","Paderborn","Nordrhein-Westfalen","Germany","33098"
15673,209,"Jon Goel","1980-06-04","M","Manual","0-1 Miles","Versailles","Yveline","France","78000"
15674,117,"Tommy Raheem","1975-01-05","M","Clerical","0-1 Miles","Erlangen","Bayern","Germany","91054"
15675,120,"Jay Alonso","1975-04-15","M","Clerical","0-1 Miles","Hof","Bayern","Germany","95010"
15676,224,"Todd Wang","1974-10-05","M","Clerical","0-1 Miles","Tremblay-en-France","Seine Saint Denis","France","93290"
15677,220,"Alyssa Bradley","1975-02-08","F","Clerical","0-1 Miles","Bobigny","Seine Saint Denis","France","93000"
15678,212,"Susan Zhou","1980-06-04","F","Clerical","0-1 Miles","Morangis","Essonne","France","91420"
15679,189,"Robert Patterson","1958-03-10","M","Manual","0-1 Miles","Roubaix","Nord","France","59100"
15680,171,"Tasha She","1956-09-05","F","Manual","0-1 Miles","Neunkirchen","Saarland","Germany","66578"
15681,262,"Emma Gonzales","1960-02-07","F","Professional","10+ Miles","Oxford","England","United Kingdom","OX1"
15682,142,"Heidi Garcia","1949-11-18","F","Management","10+ Miles","Bonn","Hamburg","Germany","53001"
15683,156,"Jessie Carlson","1949-12-20","F","Professional","10+ Miles","Braunschweig","Nordrhein-Westfalen","Germany","38001"
15684,168,"Tyrone Suarez","1955-07-07","M","Professional","2-5 Miles","Kiel","Saarland","Germany","24044"
15685,172,"Robin Vazquez","1949-12-07","F","Management","5-10 Miles","Offenbach","Saarland","Germany","63009"
15686,244,"Pedro Vazquez","1949-12-31","M","Management","0-1 Miles","London","England","United Kingdom","C2H 7AU"
15687,211,"Jay Suri","1950-12-16","M","Professional","10+ Miles","Les Ulis","Essonne","France","91940"
15688,196,"Chase Gray","1950-11-04","M","Professional","2-5 Miles","Paris","Seine (Paris)","France","75007"
15689,158,"Stacey Wang","1950-07-06","F","Professional","10+ Miles","Leipzig","Nordrhein-Westfalen","Germany","04139"
15690,267,"Clifford Perez","1951-12-10","M","Management","0-1 Miles","Runcorn","England","United Kingdom","TY31"
15691,273,"Julian Henderson","1959-12-15","M","Professional","10+ Miles","Watford","England","United Kingdom","WA3"
15692,262,"Ryan Garcia","1959-10-12","M","Professional","2-5 Miles","Oxford","England","United Kingdom","OX1"
15693,127,"Isabel Barnes","1960-01-16","F","Professional","10+ Miles","Darmstadt","Hessen","Germany","64283"
15694,236,"Stephanie Diaz","1959-01-18","F","Professional","2-5 Miles","Cheltenham","England","United Kingdom","GL50"
15695,261,"Bruce Gomez","1959-12-16","M","Professional","0-1 Miles","Newcastle upon Tyne","England","United Kingdom","NT20"
15696,222,"Damien Sun","1958-12-03","M","Management","10+ Miles","Pantin","Seine Saint Denis","France","93500"
15697,121,"Julia Morris","1959-01-03","F","Professional","10+ Miles","Ingolstadt","Bayern","Germany","85049"
15698,162,"Susan Wang","1958-08-31","F","Management","10+ Miles","Werne","Nordrhein-Westfalen","Germany","59368"
15699,276,"Jonathon Hernandez","1959-03-11","M","Management","0-1 Miles","Woolston","England","United Kingdom","WA1 4SY"
15700,193,"Eugene Guo","1958-05-19","M","Professional","2-5 Miles","Paris","Seine (Paris)","France","75003"
15701,236,"Jillian Kapoor","1958-03-27","F","Professional","10+ Miles","Cheltenham","England","United Kingdom","GL50"
15702,240,"Ruth Mehta","1958-02-15","F","Professional","0-1 Miles","High Wycombe","England","United Kingdom","HP10 9QY"
15703,142,"Alison Chande","1962-05-02","F","Professional","10+ Miles","Bonn","Hamburg","Germany","53001"
15704,134,"Peter Luo","1956-09-10","M","Professional","10+ Miles","München","Hessen","Germany","80074"
15705,117,"Gabriel Simmons","1955-09-19","M","Management","10+ Miles","Erlangen","Bayern","Germany","91054"
15706,210,"Tina Arthur","1955-05-25","F","Management","10+ Miles","Saint Ouen","Somme","France","80610"
15707,121,"Robin Rubio","1960-09-11","F","Management","10+ Miles","Ingolstadt","Bayern","Germany","85049"
15708,150,"Nina Jai","1960-07-17","F","Management","10+ Miles","München","Hamburg","Germany","80074"
15709,215,"Chelsea Prasad","1959-08-31","F","Skilled Manual","10+ Miles","Colombes","Hauts de Seine","France","92700"
15710,190,"Brandy Rana","1953-07-22","F","Management","5-10 Miles","Villeneuve-d'Ascq","Nord","France","59491"
15711,235,"Jeffery Liang","1953-12-30","M","Management","10+ Miles","Cambridge","England","United Kingdom","CB4 4BZ"
15712,249,"Whitney Chandra","1954-06-04","F","Management","0-1 Miles","London","England","United Kingdom","SW1P 2NU"
15713,267,"Hannah Lee","1953-12-07","F","Professional","10+ Miles","Runcorn","England","United Kingdom","TY31"
15714,214,"Bethany Pal","1953-03-16","F","Skilled Manual","10+ Miles","Boulogne-Billancourt","Hauts de Seine","France","92100"
15715,27,"Isabella Adams","1980-12-17","F","Professional","10+ Miles","Townsville","Queensland","Australia","4810"
15716,24,"Roy Madan","1980-12-17","M","Professional","10+ Miles","Hawthorne","Queensland","Australia","4171"
15717,18,"Alexia Henderson","1981-11-23","F","Professional","5-10 Miles","Sydney","New South Wales","Australia","1002"
15718,3,"Heather Lin","1981-10-13","F","Professional","10+ Miles","Darlinghurst","New South Wales","Australia","2010"
15719,15,"Lacey Liang","1982-01-10","F","Professional","10+ Miles","Silverwater","New South Wales","Australia","2264"
15720,7,"Jaime Ramos","1980-01-23","F","Professional","10+ Miles","Malabar","New South Wales","Australia","2036"
15721,40,"Cara Guo","1985-08-11","F","Professional","10+ Miles","Warrnambool","Victoria","Australia","3280"
15722,32,"Angela Jenkins","1980-05-25","F","Professional","10+ Miles","Bendigo","Victoria","Australia","3550"
15723,11,"Kate Deng","1985-03-14","F","Professional","10+ Miles","North Ryde","New South Wales","Australia","2113"
15724,21,"Roger She","1979-10-30","M","Professional","10+ Miles","Caloundra","Queensland","Australia","4551"
15725,19,"Trevor Price","1979-01-15","M","Professional","10+ Miles","Wollongong","New South Wales","Australia","2500"
15726,25,"Faith Barnes","1978-08-27","F","Professional","10+ Miles","Hervey Bay","Queensland","Australia","4655"
15727,8,"Alisha Zeng","1977-10-31","F","Professional","10+ Miles","Matraville","New South Wales","Australia","2036"
15728,33,"Keith Sharma","1979-01-31","M","Management","10+ Miles","Cranbourne","Victoria","Australia","3977"
15729,32,"Mayra Suri","1983-09-21","F","Professional","10+ Miles","Bendigo","Victoria","Australia","3550"
15730,2,"Philip Dominguez","1977-08-18","M","Professional","10+ Miles","Coffs Harbour","New South Wales","Australia","2450"
15731,19,"Corey Chavez","1976-09-16","M","Professional","10+ Miles","Wollongong","New South Wales","Australia","2500"
15732,17,"Sandra Zhu","1983-05-25","F","Professional","10+ Miles","St. Leonards","New South Wales","Australia","2065"
15733,26,"Leslie Ramos","1977-09-22","F","Professional","10+ Miles","Rockhampton","Queensland","Australia","4700"
15734,19,"Alicia Lal","1976-01-08","F","Professional","10+ Miles","Wollongong","New South Wales","Australia","2500"
15735,3,"Lori Blanco","1975-10-30","F","Professional","10+ Miles","Darlinghurst","New South Wales","Australia","2010"
15736,300,"Sheena Raje","1946-12-11","F","Management","5-10 Miles","Beverly Hills","California","United States","90210"
15737,626,"Alexander Robinson","1946-10-02","M","Management","5-10 Miles","Lynnwood","Washington","United States","98036"
15738,374,"Abigail Miller","1947-01-20","F","Management","2-5 Miles","Torrance","California","United States","90505"
15739,369,"Garrett Rogers","1948-06-14","M","Management","10+ Miles","Santa Monica","California","United States","90401"
15740,536,"Johnny Kumar","1947-10-09","M","Management","1-2 Miles","Beaverton","Oregon","United States","97005"
15741,385,"Isabella Allen","1948-04-09","F","Management","5-10 Miles","Woodland Hills","California","United States","91364"
15742,352,"Grace Thompson","1948-05-06","F","Management","5-10 Miles","Palo Alto","California","United States","94303"
15743,623,"Chloe Thompson","1953-02-14","F","Management","5-10 Miles","Kirkland","Washington","United States","98033"
15744,614,"Angela Gray","1947-09-19","F","Management","5-10 Miles","Edmonds","Washington","United States","98020"
15745,609,"Julian Hayes","1948-02-12","M","Management","5-10 Miles","Bellingham","Washington","United States","98225"
15746,626,"Emily Walker","1949-05-31","F","Management","5-10 Miles","Lynnwood","Washington","United States","98036"
15747,307,"Evan Nelson","1949-08-24","M","Management","10+ Miles","Chula Vista","California","United States","91910"
15748,54,"Austin Jenkins","1949-12-07","M","Management","1-2 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
15749,611,"Grace Brown","1950-04-24","F","Management","10+ Miles","Bremerton","Washington","United States","98312"
15750,298,"Kaitlin Martinez","1984-10-16","F","Professional","0-1 Miles","Bellflower","California","United States","90706"
15751,32,"Kristen Xu","1966-02-21","F","Skilled Manual","5-10 Miles","Bendigo","Victoria","Australia","3550"
15752,10,"Bobby Rodriguez","1961-03-31","M","Skilled Manual","1-2 Miles","Newcastle","New South Wales","Australia","2300"
15753,27,"Margaret Li","1962-06-21","F","Skilled Manual","5-10 Miles","Townsville","Queensland","Australia","4810"
15754,11,"Crystal Xu","1961-12-21","F","Skilled Manual","5-10 Miles","North Ryde","New South Wales","Australia","2113"
15755,39,"Connor Flores","1967-01-22","M","Skilled Manual","1-2 Miles","Sunbury","Victoria","Australia","3429"
15756,28,"Kari Gutierrez","1974-01-01","F","Professional","5-10 Miles","Cloverdale","South Australia","Australia","6105"
15757,28,"Edwin Ferrier","1963-01-07","M","Professional","5-10 Miles","Cloverdale","South Australia","Australia","6105"
15758,38,"Arturo Andersen","1969-05-22","M","Management","5-10 Miles","South Melbourne","Victoria","Australia","3205"
15759,536,"Erin Brooks","1979-05-07","F","Management","0-1 Miles","Beaverton","Oregon","United States","97005"
15760,54,"Richard James","1979-11-01","M","Professional","5-10 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
15761,57,"Xavier Thompson","1980-04-16","M","Professional","5-10 Miles","Newton","British Columbia","Canada","V2M1P1"
15762,59,"Garrett Stewart","1979-11-05","M","Professional","1-2 Miles","Oak Bay","British Columbia","Canada","V8P"
15763,644,"Xavier Young","1980-01-22","M","Professional","5-10 Miles","Walla Walla","Washington","United States","99362"
15764,40,"Louis Guo","1964-12-12","M","Management","0-1 Miles","Warrnambool","Victoria","Australia","3280"
15765,32,"Gilbert Deng","1965-04-16","M","Management","0-1 Miles","Bendigo","Victoria","Australia","3550"
15766,36,"Priscilla Black","1965-02-12","F","Management","0-1 Miles","Melton","Victoria","Australia","3337"
15767,37,"George Prasad","1970-05-20","M","Management","0-1 Miles","Seaford","Victoria","Australia","3198"
15768,334,"Victoria Walker","1972-05-25","F","Management","0-1 Miles","Lakewood","California","United States","90712"
15769,335,"Kelly Coleman","1971-11-06","F","Management","0-1 Miles","Lemon Grove","California","United States","91945"
15770,372,"Xavier Brooks","1983-04-06","M","Management","0-1 Miles","Spring Valley","California","United States","91977"
15771,543,"Maria Diaz","1963-07-23","F","Management","1-2 Miles","Lebanon","Oregon","United States","97355"
15772,361,"Christopher Anderson","1968-03-09","M","Skilled Manual","1-2 Miles","San Gabriel","California","United States","91776"
15773,336,"Dylan Jenkins","1963-04-02","M","Skilled Manual","1-2 Miles","Lincoln Acres","California","United States","91950"
15774,634,"Natalie Kelly","1968-02-24","F","Professional","5-10 Miles","Redmond","Washington","United States","98052"
15775,609,"Michelle Ward","1979-12-13","F","Professional","1-2 Miles","Bellingham","Washington","United States","98225"
15776,345,"Jesse Mitchell","1979-09-06","M","Professional","5-10 Miles","Newport Beach","California","United States","92625"
15777,637,"Brianna Smith","1968-01-18","F","Professional","1-2 Miles","Seattle","Washington","United States","98104"
15778,616,"José Miller","1962-11-07","M","Professional","5-10 Miles","Everett","Washington","United States","98201"
15779,611,"Jackson Hayes","1973-08-14","M","Professional","5-10 Miles","Bremerton","Washington","United States","98312"
15780,301,"Claudia McDonald","1968-05-10","F","Professional","5-10 Miles","Burbank","California","United States","91502"
15781,360,"Blake Evans","1962-09-30","M","Management","2-5 Miles","San Francisco","California","United States","94109"
15782,648,"Katelyn Collins","1968-11-19","F","Professional","5-10 Miles","Yakima","Washington","United States","98901"
15783,31,"David Alexander","1973-01-07","M","Professional","0-1 Miles","Hobart","Tasmania","Australia","7001"
15784,26,"Rebekah Vazquez","1973-03-03","F","Professional","1-2 Miles","Rockhampton","Queensland","Australia","4700"
15785,36,"Edwin Zhang","1967-10-24","M","Skilled Manual","5-10 Miles","Melton","Victoria","Australia","3337"
