customerkey,geographykey,name,birthdate,gender,occupation,commutedistance,city,state,country,postalcode
11851,311,Jada Mitchell,07-03-1969,F,Professional,2-5 Miles,Concord,California,United States,94519
11852,334,Kyle Russell,23-04-1969,M,Professional,0-1 Miles,Lakewood,California,United States,90712
11853,311,Grace Jones,15-11-1979,F,Professional,2-5 Miles,Concord,California,United States,94519
11854,383,Jason Mitchell,16-10-1973,M,Professional,0-1 Miles,West Covina,California,United States,91791
11855,302,Christian Walker,09-08-1974,M,Professional,2-5 Miles,Burlingame,California,United States,94010
11856,539,Seth Hernandez,13-02-1969,M,Professional,0-1 Miles,Corvallis,Oregon,United States,97330
11857,614,Isabella Young,08-03-1974,F,Professional,0-1 Miles,Edmonds,Washington,United States,98020
11858,361,Jordan Coleman,05-06-1968,M,Skilled Manual,2-5 Miles,San Gabriel,California,United States,91776
11859,631,Blake Garcia,08-03-1968,M,Skilled Manual,2-5 Miles,Olympia,Washington,United States,98501
11860,343,Nicole Walker,09-07-1967,F,Skilled Manual,2-5 Miles,National City,California,United States,91950
11861,71,Katherine Carter,22-10-1967,F,Skilled Manual,0-1 Miles,Westminster,British Columbia,Canada,V3L 1H4
11862,616,Olivia Peterson,11-09-1972,F,Skilled Manual,2-5 Miles,Everett,Washington,United States,98201
11863,638,Jessica Wood,10-04-1967,F,Skilled Manual,2-5 Miles,Sedro Woolley,Washington,United States,98284
11864,642,Elizabeth Thompson,06-03-1967,F,Skilled Manual,2-5 Miles,Tacoma,Washington,United States,98403
11865,343,Chloe Rivera,06-08-1966,F,Skilled Manual,2-5 Miles,National City,California,United States,91950
11866,325,Lucas Scott,30-12-1966,M,Skilled Manual,0-1 Miles,Glendale,California,United States,91203
11867,343,Nathaniel James,21-04-1971,M,Skilled Manual,2-5 Miles,National City,California,United States,91950
11868,68,Jessica Peterson,31-01-1973,F,Skilled Manual,2-5 Miles,Vancouver,British Columbia,Canada,V7L 4J4
11869,71,Kaitlyn Adams,01-05-1984,F,Skilled Manual,0-1 Miles,Westminster,British Columbia,Canada,V3L 1H4
11870,612,Jillian Garcia,10-07-1978,F,Skilled Manual,0-1 Miles,Burien,Washington,United States,98168
11871,626,Dalton Bennett,12-08-1978,M,Skilled Manual,2-5 Miles,Lynnwood,Washington,United States,98036
11872,325,Faith Patterson,17-07-1978,F,Professional,0-1 Miles,Glendale,California,United States,91203
11873,372,Ryan Zhang,09-10-1972,M,Professional,0-1 Miles,Spring Valley,California,United States,91977
11874,385,Adrian Bell,06-03-1978,M,Professional,2-5 Miles,Woodland Hills,California,United States,91364
11875,51,Jonathan Brown,31-01-1966,M,Skilled Manual,0-1 Miles,Langford,British Columbia,Canada,V9
11876,348,Madison White,13-05-1966,F,Skilled Manual,2-5 Miles,Oakland,California,United States,94611
11877,345,Alexis Diaz,06-04-1966,F,Skilled Manual,2-5 Miles,Newport Beach,California,United States,92625
11878,607,Christine Nara,04-02-1971,F,Skilled Manual,2-5 Miles,Ballard,Washington,United States,98107
11879,536,Edgar Sai,30-09-1971,M,Skilled Manual,2-5 Miles,Beaverton,Oregon,United States,97005
11880,548,Melissa Sanchez,16-02-1965,F,Skilled Manual,0-1 Miles,Salem,Oregon,United States,97301
11881,326,Richard Mitchell,20-01-1965,M,Professional,2-5 Miles,Grossmont,California,United States,91941
11882,637,Patrick Stewart,05-09-1975,M,Professional,0-1 Miles,Seattle,Washington,United States,98104
11883,612,Hannah Anderson,10-02-1965,F,Professional,10+ Miles,Burien,Washington,United States,98168
11884,607,Latoya Shen,22-04-1970,F,Professional,0-1 Miles,Ballard,Washington,United States,98107
11885,302,Kurt Sharma,21-09-1970,M,Professional,0-1 Miles,Burlingame,California,United States,94010
11886,369,Katelyn Parker,20-07-1963,F,Professional,0-1 Miles,Santa Monica,California,United States,90401
11887,312,Joseph White,03-10-1963,M,Professional,2-5 Miles,Coronado,California,United States,92118
11888,49,Aaron Ross,18-12-1969,M,Professional,0-1 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
11889,633,Blake Patterson,25-11-1963,M,Professional,2-5 Miles,Puyallup,Washington,United States,98371
11890,299,Whitney Lopez,14-05-1964,F,Professional,0-1 Miles,Berkeley,California,United States,94704
11891,300,Jamie Liang,13-09-1969,F,Professional,0-1 Miles,Beverly Hills,California,United States,90210
11892,14,Julio Ortega,07-04-1975,M,Management,0-1 Miles,Rhodes,New South Wales,Australia,2138
11893,18,Orlando Carlson,09-08-1974,M,Management,0-1 Miles,Sydney,New South Wales,Australia,1002
11894,25,Ann Gonzalez,30-04-1980,F,Management,2-5 Miles,Hervey Bay,Queensland,Australia,4655
11895,23,Dustin Chander,18-01-1975,M,Management,0-1 Miles,Gold Coast,Queensland,Australia,4217
11896,16,Frank Carlson,18-05-1975,M,Management,2-5 Miles,Springwood,New South Wales,Australia,2777
11897,38,Orlando Ashe,28-05-1974,M,Professional,0-1 Miles,South Melbourne,Victoria,Australia,3205
11898,20,Angela Henderson,31-12-1975,F,Management,0-1 Miles,Brisbane,Queensland,Australia,4000
11899,36,Brenda Perez,15-03-1976,F,Management,0-1 Miles,Melton,Victoria,Australia,3337
11900,10,Byron Carlson,03-03-1981,M,Professional,0-1 Miles,Newcastle,New South Wales,Australia,2300
11901,3,Stacy Alvarez,18-08-1973,F,Professional,0-1 Miles,Darlinghurst,New South Wales,Australia,2010
11902,7,Drew Pal,14-09-1972,M,Professional,10+ Miles,Malabar,New South Wales,Australia,2036
11903,21,Kate Raji,21-10-1985,F,Management,0-1 Miles,Caloundra,Queensland,Australia,4551
11904,34,Kaylee Cook,05-05-1986,F,Management,2-5 Miles,Geelong,Victoria,Australia,3220
11905,31,Isaiah Ramirez,14-12-1974,M,Management,2-5 Miles,Hobart,Tasmania,Australia,7001
11906,20,Gabriella Sanders,17-08-1972,F,Management,0-1 Miles,Brisbane,Queensland,Australia,4000
11907,19,Sarah Garcia,07-03-1973,F,Management,0-1 Miles,Wollongong,New South Wales,Australia,2500
11908,38,Rafael Tang,08-01-1972,M,Management,0-1 Miles,South Melbourne,Victoria,Australia,3205
11909,26,Nichole She,10-08-1971,F,Management,0-1 Miles,Rockhampton,Queensland,Australia,4700
11910,4,Jaclyn Zheng,10-12-1971,F,Management,0-1 Miles,Goulburn,New South Wales,Australia,2580
11911,34,Rachael Kapoor,15-05-1972,F,Management,0-1 Miles,Geelong,Victoria,Australia,3220
11912,27,Rachael Sai,16-06-1971,F,Professional,5-10 Miles,Townsville,Queensland,Australia,4810
11913,37,Rebecca Robinson,09-12-1970,F,Professional,5-10 Miles,Seaford,Victoria,Australia,3198
11914,13,Meagan Rana,05-05-1979,F,Professional,0-1 Miles,Port Macquarie,New South Wales,Australia,2444
11915,13,Philip Carlson,13-09-1973,M,Professional,5-10 Miles,Port Macquarie,New South Wales,Australia,2444
11916,40,Joe Rana,03-09-1976,M,Professional,5-10 Miles,Warrnambool,Victoria,Australia,3280
11917,3,Roy Sanz,21-04-1971,M,Professional,5-10 Miles,Darlinghurst,New South Wales,Australia,2010
11918,2,Kaylee Hill,31-08-1969,F,Professional,5-10 Miles,Coffs Harbour,New South Wales,Australia,2450
11919,26,Warren Andersen,17-08-1969,M,Professional,5-10 Miles,Rockhampton,Queensland,Australia,4700
11920,20,Adrienne Gomez,24-02-1975,F,Professional,10+ Miles,Brisbane,Queensland,Australia,4000
11921,33,Gilbert Zhu,22-06-1970,M,Professional,10+ Miles,Cranbourne,Victoria,Australia,3977
11922,69,James Davis,13-02-1985,M,Skilled Manual,0-1 Miles,Victoria,British Columbia,Canada,V8V
11923,343,Sarah Bryant,21-04-1985,F,Skilled Manual,1-2 Miles,National City,California,United States,91950
11924,347,Ian Long,23-04-1985,M,Skilled Manual,1-2 Miles,Novato,California,United States,94947
11925,609,Ashlee Jai,05-05-1984,F,Skilled Manual,5-10 Miles,Bellingham,Washington,United States,98225
11926,546,Eduardo Foster,15-09-1983,M,Skilled Manual,5-10 Miles,Oregon City,Oregon,United States,97045
11927,638,Nicole Murphy,21-01-1984,F,Skilled Manual,5-10 Miles,Sedro Woolley,Washington,United States,98284
11928,316,Isabella Morris,06-03-1984,F,Skilled Manual,5-10 Miles,El Cajon,California,United States,92020
11929,17,Virginia Gonzalez,08-08-1962,F,Clerical,5-10 Miles,St. Leonards,New South Wales,Australia,2065
11930,12,Jaclyn Nara,31-10-1952,F,Skilled Manual,1-2 Miles,North Sydney,New South Wales,Australia,2055
11931,352,Marcus Adams,12-05-1984,M,Skilled Manual,5-10 Miles,Palo Alto,California,United States,94303
11932,369,Elizabeth Coleman,08-02-1984,F,Skilled Manual,0-1 Miles,Santa Monica,California,United States,90401
11933,609,Mathew Rubio,01-09-1982,M,Clerical,1-2 Miles,Bellingham,Washington,United States,98225
11934,612,Justin Shan,13-04-1983,M,Clerical,5-10 Miles,Burien,Washington,United States,98168
11935,543,Jessica Taylor,19-05-1983,F,Skilled Manual,5-10 Miles,Lebanon,Oregon,United States,97355
11936,634,Hunter Clark,09-10-1982,M,Skilled Manual,5-10 Miles,Redmond,Washington,United States,98052
11937,548,Devin Perez,03-12-1982,M,Skilled Manual,1-2 Miles,Salem,Oregon,United States,97301
11938,314,Seth Alexander,21-03-1983,M,Skilled Manual,5-10 Miles,Daly City,California,United States,94015
11939,329,Kevin Washington,20-12-1982,M,Skilled Manual,1-2 Miles,Imperial Beach,California,United States,91932
11940,385,Tyler Miller,09-01-1983,M,Management,0-1 Miles,Woodland Hills,California,United States,91364
11941,553,Adam Roberts,26-05-1982,M,Skilled Manual,5-10 Miles,Woodburn,Oregon,United States,97071
11942,10,George Gonzalez,11-12-1954,M,Clerical,5-10 Miles,Newcastle,New South Wales,Australia,2300
11943,40,Dawn Huang,27-08-1954,F,Clerical,5-10 Miles,Warrnambool,Victoria,Australia,3280
11944,15,Rachael Rodriguez,13-04-1956,F,Clerical,1-2 Miles,Silverwater,New South Wales,Australia,2264
11945,311,Dennis Huang,11-03-1986,M,Skilled Manual,1-2 Miles,Concord,California,United States,94519
11946,18,Brandy Saunders,02-07-1956,F,Skilled Manual,5-10 Miles,Sydney,New South Wales,Australia,1002
11947,14,Jenny Zheng,20-04-1957,F,Skilled Manual,1-2 Miles,Rhodes,New South Wales,Australia,2138
11948,17,Tasha Xu,07-10-1956,F,Skilled Manual,5-10 Miles,St. Leonards,New South Wales,Australia,2065
11949,374,Julia Brooks,05-05-1986,F,Skilled Manual,5-10 Miles,Torrance,California,United States,90505
11950,312,Jordan Carter,09-03-1985,F,Skilled Manual,5-10 Miles,Coronado,California,United States,92118
11951,35,Lacey Huang,03-02-1958,F,Skilled Manual,5-10 Miles,Melbourne,Victoria,Australia,3000
11952,34,Dorothy Robinson,22-03-1960,M,Skilled Manual,1-2 Miles,Geelong,Victoria,Australia,3220
11953,545,Courtney Wright,03-03-1981,F,Skilled Manual,1-2 Miles,Milwaukie,Oregon,United States,97222
11954,325,Joseph Garcia,13-02-1981,M,Skilled Manual,5-10 Miles,Glendale,California,United States,91203
11955,325,Gabriel Green,02-10-1980,M,Skilled Manual,5-10 Miles,Glendale,California,United States,91203
11956,300,Alexandria Sandberg,30-08-1985,F,Skilled Manual,5-10 Miles,Beverly Hills,California,United States,90210
11957,634,Courtney Hernandez,09-02-1979,F,Skilled Manual,1-2 Miles,Redmond,Washington,United States,98052
11958,611,Dylan Lal,06-07-1978,M,Professional,5-10 Miles,Bremerton,Washington,United States,98312
11959,335,Elizabeth Davis,05-10-1978,F,Professional,0-1 Miles,Lemon Grove,California,United States,91945
11960,634,Ana Griffin,31-12-1978,F,Professional,0-1 Miles,Redmond,Washington,United States,98052
11961,299,Anne Alvarez,22-12-1978,F,Professional,5-10 Miles,Berkeley,California,United States,94704
11962,298,Alexandra Roberts,28-05-1982,F,Professional,1-2 Miles,Bellflower,California,United States,90706
11963,2,Antonio Patterson,10-12-1960,M,Skilled Manual,1-2 Miles,Coffs Harbour,New South Wales,Australia,2450
11964,22,Sharon Salavaria,13-02-1967,M,Skilled Manual,1-2 Miles,East Brisbane,Queensland,Australia,4169
11965,8,Katie She,18-04-1962,F,Skilled Manual,5-10 Miles,Matraville,New South Wales,Australia,2036
11966,32,Rafael Black,13-02-1967,M,Skilled Manual,5-10 Miles,Bendigo,Victoria,Australia,3550
11967,25,Latasha Munoz,10-08-1962,F,Professional,5-10 Miles,Hervey Bay,Queensland,Australia,4655
11968,9,Kelsey Becker,19-04-1964,F,Management,0-1 Miles,Milsons Point,New South Wales,Australia,2061
11969,30,Randy Xu,22-01-1964,M,Management,0-1 Miles,Perth,South Australia,Australia,6006
11970,552,Bailey Collins,12-11-1984,F,Management,2-5 Miles,W. Linn,Oregon,United States,97068
11971,322,Amanda Adams,03-03-1979,F,Management,2-5 Miles,Fremont,California,United States,94536
11972,614,Katherine Williams,20-09-1979,F,Professional,1-2 Miles,Edmonds,Washington,United States,98020
11973,635,Caroline Barnes,03-08-1979,F,Professional,1-2 Miles,Renton,Washington,United States,98055
11974,299,Randy Sun,07-08-1979,M,Professional,5-10 Miles,Berkeley,California,United States,94704
11975,307,Destiny Garcia,02-04-1980,F,Professional,1-2 Miles,Chula Vista,California,United States,91910
11976,12,Audrey Ramos,22-05-1970,F,Management,0-1 Miles,North Sydney,New South Wales,Australia,2055
11977,10,Bonnie Jai,19-11-1964,F,Management,0-1 Miles,Newcastle,New South Wales,Australia,2300
11978,322,Jackson Washington,18-10-1977,M,Management,0-1 Miles,Fremont,California,United States,94536
11979,69,Christopher Johnson,05-11-1962,M,Skilled Manual,1-2 Miles,Victoria,British Columbia,Canada,V8V
11980,369,Kimberly Richardson,17-06-1963,F,Professional,1-2 Miles,Santa Monica,California,United States,90401
11981,616,Alexandria Howard,03-08-1962,F,Professional,1-2 Miles,Everett,Washington,United States,98201
11982,359,Alexandra Foster,02-10-1962,F,Professional,5-10 Miles,San Diego,California,United States,92102
11983,298,Cheryl Ortega,24-02-1968,F,Professional,5-10 Miles,Bellflower,California,United States,90706
11984,59,Alex Campbell,04-12-1962,M,Management,0-1 Miles,Oak Bay,British Columbia,Canada,V8P
11985,536,Melanie Hughes,18-05-1963,F,Management,0-1 Miles,Beaverton,Oregon,United States,97005
11986,34,Max Alvarez,20-01-1969,M,Professional,5-10 Miles,Geelong,Victoria,Australia,3220
11987,38,Diane Vazquez,26-05-1973,F,Professional,0-1 Miles,South Melbourne,Victoria,Australia,3205
11988,4,Kathryn Chapman,17-02-1968,F,Skilled Manual,5-10 Miles,Goulburn,New South Wales,Australia,2580
11989,24,Kara Anand,20-03-1984,F,Skilled Manual,5-10 Miles,Hawthorne,Queensland,Australia,4171
11990,10,Joanna Vazquez,12-01-1968,F,Skilled Manual,5-10 Miles,Newcastle,New South Wales,Australia,2300
11991,9,Frederick Martinez,07-02-1968,M,Professional,0-1 Miles,Milsons Point,New South Wales,Australia,2061
11992,20,Tonya Chande,09-06-1972,F,Skilled Manual,5-10 Miles,Brisbane,Queensland,Australia,4000
11993,4,Rosa Wang,12-09-1977,F,Skilled Manual,0-1 Miles,Goulburn,New South Wales,Australia,2580
11994,27,Leah Hu,18-10-1977,F,Management,1-2 Miles,Townsville,Queensland,Australia,4810
11995,39,Kelvin Carson,12-12-1965,M,Skilled Manual,0-1 Miles,Sunbury,Victoria,Australia,3429
11996,21,Veronica Srini,30-01-1966,F,Skilled Manual,5-10 Miles,Caloundra,Queensland,Australia,4551
11997,2,Kristina Kapoor,04-04-1971,F,Skilled Manual,0-1 Miles,Coffs Harbour,New South Wales,Australia,2450
11998,24,Donna Sharma,07-02-1966,F,Skilled Manual,5-10 Miles,Hawthorne,Queensland,Australia,4171
11999,10,Johnny Shan,03-12-1965,M,Skilled Manual,0-1 Miles,Newcastle,New South Wales,Australia,2300
12000,21,Ashley Russell,09-09-1970,F,Professional,0-1 Miles,Caloundra,Queensland,Australia,4551
12001,4,Shannon Yang,30-12-1981,F,Professional,1-2 Miles,Goulburn,New South Wales,Australia,2580
12002,5,Adriana Lopez,05-08-1969,F,Professional,5-10 Miles,Lane Cove,New South Wales,Australia,1597
12003,25,Audrey Munoz,04-09-1979,F,Professional,5-10 Miles,Hervey Bay,Queensland,Australia,4655
12004,36,Jarrod Suri,16-12-1974,M,Professional,0-1 Miles,Melton,Victoria,Australia,3337
12005,24,Gilbert Shen,13-07-1973,M,Skilled Manual,0-1 Miles,Hawthorne,Queensland,Australia,4171
12006,27,Richard Blue,12-03-1973,M,Skilled Manual,5-10 Miles,Townsville,Queensland,Australia,4810
12007,20,Shannon Sun,23-01-1967,F,Skilled Manual,5-10 Miles,Brisbane,Queensland,Australia,4000
12008,25,Sharon Yuan,19-02-1967,F,Skilled Manual,0-1 Miles,Hervey Bay,Queensland,Australia,4655
12009,11,Ann Martinez,31-01-1963,F,Skilled Manual,5-10 Miles,North Ryde,New South Wales,Australia,2113
12010,27,Max Serrano,26-08-1962,M,Skilled Manual,5-10 Miles,Townsville,Queensland,Australia,4810
12011,32,Morgan Johnson,16-08-1940,F,Clerical,5-10 Miles,Bendigo,Victoria,Australia,3550
12012,2,Monica Schmidt,19-10-1971,F,Skilled Manual,0-1 Miles,Coffs Harbour,New South Wales,Australia,2450
12013,39,Kayla Lewis,04-09-1958,F,Clerical,5-10 Miles,Sunbury,Victoria,Australia,3429
12014,32,Devin Sanders,09-08-1954,M,Skilled Manual,5-10 Miles,Bendigo,Victoria,Australia,3550
12015,336,Jacob White,06-01-1982,M,Skilled Manual,5-10 Miles,Lincoln Acres,California,United States,91950
12016,310,Meredith Serrano,11-06-1981,F,Skilled Manual,0-1 Miles,Colma,California,United States,94014
12017,60,David Simmons,26-04-1982,M,Skilled Manual,5-10 Miles,Port Hammond,British Columbia,Canada,V6B 3P7
12018,359,Devin Henderson,30-01-1986,M,Skilled Manual,5-10 Miles,San Diego,California,United States,92102
12019,374,Gabrielle Cox,13-05-1986,F,Skilled Manual,0-1 Miles,Torrance,California,United States,90505
12020,60,Olivia Rogers,13-03-1985,F,Skilled Manual,5-10 Miles,Port Hammond,British Columbia,Canada,V6B 3P7
12021,16,Deborah Yuan,13-08-1951,F,Skilled Manual,0-1 Miles,Springwood,New South Wales,Australia,2777
12022,553,Jose Wright,22-05-1986,M,Skilled Manual,5-10 Miles,Woodburn,Oregon,United States,97071
12023,310,Fernando Johnson,05-01-1984,M,Clerical,5-10 Miles,Colma,California,United States,94014
12024,632,Samuel Edwards,24-12-1983,M,Skilled Manual,5-10 Miles,Port Orchard,Washington,United States,98366
12025,542,Logan Diaz,16-12-1983,M,Skilled Manual,5-10 Miles,Lake Oswego,Oregon,United States,97034
12026,383,Lucas Flores,14-01-1984,M,Skilled Manual,0-1 Miles,West Covina,California,United States,91791
12027,635,Haley Wood,24-04-1984,F,Skilled Manual,5-10 Miles,Renton,Washington,United States,98055
12028,335,Sarah Lewis,11-05-1983,F,Clerical,5-10 Miles,Lemon Grove,California,United States,91945
12029,298,Damien Hu,15-04-1983,M,Clerical,0-1 Miles,Bellflower,California,United States,90706
12030,618,Ana Washington,05-08-1982,F,Skilled Manual,5-10 Miles,Issaquah,Washington,United States,98027
12031,49,Logan Jai,17-04-1985,M,Clerical,5-10 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
12032,62,Tyler Taylor,22-11-1984,M,Clerical,5-10 Miles,Royal Oak,British Columbia,Canada,V8X
12062,358,Edward Long,02-12-1949,M,Management,10+ Miles,San Carlos,California,United States,94070
12033,611,Kristen Guo,29-10-1984,F,Skilled Manual,0-1 Miles,Bremerton,Washington,United States,98312
12034,33,Julian Long,11-09-1946,M,Management,5-10 Miles,Cranbourne,Victoria,Australia,3977
12035,31,Gerald Prasad,20-12-1946,M,Management,0-1 Miles,Hobart,Tasmania,Australia,7001
12036,26,Summer Lopez,06-08-1946,F,Management,0-1 Miles,Rockhampton,Queensland,Australia,4700
12037,21,Patricia Chapman,13-03-1949,F,Management,5-10 Miles,Caloundra,Queensland,Australia,4551
12038,3,George Vance,06-02-1949,M,Management,5-10 Miles,Darlinghurst,New South Wales,Australia,2010
12039,32,Ricardo Nath,12-08-1948,M,Management,1-2 Miles,Bendigo,Victoria,Australia,3550
12040,359,Richard Torres,15-02-1982,M,Skilled Manual,5-10 Miles,San Diego,California,United States,92102
12041,627,Seth Martin,03-06-1986,M,Skilled Manual,5-10 Miles,Marysville,Washington,United States,98270
12042,648,Alex Carter,26-03-1981,M,Skilled Manual,5-10 Miles,Yakima,Washington,United States,98901
12043,322,Carson Patterson,20-03-1980,M,Skilled Manual,5-10 Miles,Fremont,California,United States,94536
12044,337,Madeline Lopez,24-11-1979,F,Skilled Manual,5-10 Miles,Long Beach,California,United States,90802
12045,339,Luis Russell,23-12-1979,M,Skilled Manual,1-2 Miles,Mill Valley,California,United States,94941
12046,358,Alexa Cook,15-01-1980,F,Skilled Manual,1-2 Miles,San Carlos,California,United States,94070
12047,383,Alexandra Davis,22-09-1979,F,Skilled Manual,1-2 Miles,West Covina,California,United States,91791
12048,542,Kayla Coleman,16-05-1983,F,Skilled Manual,5-10 Miles,Lake Oswego,Oregon,United States,97034
12049,338,Angela Russell,09-10-1973,F,Management,1-2 Miles,Los Angeles,California,United States,90012
12050,336,Aaron Young,10-09-1978,M,Management,1-2 Miles,Lincoln Acres,California,United States,91950
12051,343,Isaiah Scott,19-03-1984,M,Management,1-2 Miles,National City,California,United States,91950
12052,355,Makayla Ward,23-11-1972,F,Management,1-2 Miles,Redwood City,California,United States,94063
12053,301,Cedric Gao,11-11-1972,M,Management,0-1 Miles,Burbank,California,United States,91502
12054,57,Luke Diaz,02-12-1973,M,Management,0-1 Miles,Newton,British Columbia,Canada,V2M1P1
12055,56,Arianna Richardson,20-05-1974,F,Management,0-1 Miles,Newton,British Columbia,Canada,V2M1N7
12056,54,Ian Ward,13-12-1947,M,Management,5-10 Miles,N. Vancouver,British Columbia,Canada,V7L 4J4
12057,627,Madeline Collins,11-09-1948,F,Management,5-10 Miles,Marysville,Washington,United States,98270
12058,322,Chloe Nelson,30-12-1948,F,Management,0-1 Miles,Fremont,California,United States,94536
12059,635,Jason Jenkins,29-11-1948,M,Management,0-1 Miles,Renton,Washington,United States,98055
12060,66,Andrew Wedge,13-10-1948,M,Management,0-1 Miles,Sooke,British Columbia,Canada,V0
12061,62,Bryce Brooks,05-11-1948,M,Management,0-1 Miles,Royal Oak,British Columbia,Canada,V8X
12063,609,Xavier Martinez,08-03-1950,M,Management,10+ Miles,Bellingham,Washington,United States,98225
12064,539,John White,06-10-1955,M,Management,10+ Miles,Corvallis,Oregon,United States,97330
12065,618,Isaiah Collins,31-12-1949,M,Management,10+ Miles,Issaquah,Washington,United States,98027
12066,338,Wyatt Powell,09-02-1950,M,Management,10+ Miles,Los Angeles,California,United States,90012
12067,355,Aaron Bryant,14-05-1950,M,Management,10+ Miles,Redwood City,California,United States,94063
12068,345,Maria Jenkins,19-11-1949,F,Management,10+ Miles,Newport Beach,California,United States,92625
12069,307,Garrett Kelly,01-05-1950,M,Management,1-2 Miles,Chula Vista,California,United States,91910
12070,300,Luke Ross,03-03-1950,M,Management,10+ Miles,Beverly Hills,California,United States,90210
12071,300,Robert Robinson,30-09-1949,M,Management,1-2 Miles,Beverly Hills,California,United States,90210
12072,334,Tristan Ross,21-02-1950,M,Management,1-2 Miles,Lakewood,California,United States,90712
12073,334,Thomas Rodriguez,20-02-1950,M,Management,10+ Miles,Lakewood,California,United States,90712
12074,59,Megan Jenkins,22-04-1961,F,Management,10+ Miles,Oak Bay,British Columbia,Canada,V8P
12075,618,Cameron Griffin,24-12-1949,M,Management,10+ Miles,Issaquah,Washington,United States,98027
12076,322,Chloe Washington,22-02-1955,F,Management,10+ Miles,Fremont,California,United States,94536
12077,65,Nicole Sandberg,17-03-1956,F,Management,10+ Miles,Shawnee,British Columbia,Canada,V9B 5T2
12078,648,Jose Edwards,18-08-1950,M,Management,2-5 Miles,Yakima,Washington,United States,98901
12079,343,Nathaniel Cooper,09-10-1956,M,Management,2-5 Miles,National City,California,United States,91950
12080,49,Grace Sanchez,07-12-1951,F,Management,10+ Miles,Cliffside,British Columbia,Canada,V8Y 1L1
12081,59,Kaitlyn Perez,01-06-1957,F,Management,10+ Miles,Oak Bay,British Columbia,Canada,V8P
12082,315,Lauren Sanchez,10-04-1952,F,Management,10+ Miles,Downey,California,United States,90241
12083,614,Kayla Alexander,28-08-1951,F,Management,10+ Miles,Edmonds,Washington,United States,98020
12084,545,Aidan Perry,03-02-1953,M,Management,2-5 Miles,Milwaukie,Oregon,United States,97222
12085,547,Tyler Rodriguez,23-06-1953,M,Management,2-5 Miles,Portland,Oregon,United States,97205
12086,62,Emily Clark,09-02-1953,F,Management,10+ Miles,Royal Oak,British Columbia,Canada,V8X
12087,334,Sean Cook,10-07-1958,M,Management,10+ Miles,Lakewood,California,United States,90712
12088,548,Lauren Thompson,18-01-1953,F,Management,10+ Miles,Salem,Oregon,United States,97301
12089,54,Nathaniel Richardson,20-10-1958,M,Management,10+ Miles,N. Vancouver,British Columbia,Canada,V7L 4J4
12090,62,Savannah Carter,02-01-1954,F,Professional,10+ Miles,Royal Oak,British Columbia,Canada,V8X
12091,536,Eddie Munoz,09-11-1959,M,Professional,2-5 Miles,Beaverton,Oregon,United States,97005
12092,612,Austin White,08-08-1953,M,Professional,2-5 Miles,Burien,Washington,United States,98168
12093,300,Levi Chandra,08-05-1954,M,Professional,2-5 Miles,Beverly Hills,California,United States,90210
12094,335,Bailey Bailey,19-03-1954,F,Management,2-5 Miles,Lemon Grove,California,United States,91945
12095,336,Austin Griffin,24-08-1953,M,Management,10+ Miles,Lincoln Acres,California,United States,91950
12096,358,Caitlin Brooks,26-08-1953,F,Management,2-5 Miles,San Carlos,California,United States,94070
12097,65,Sean Allen,13-05-1955,M,Professional,10+ Miles,Shawnee,British Columbia,Canada,V9B 5T2
12098,641,Grace Clark,24-04-1955,F,Professional,10+ Miles,Spokane,Washington,United States,99202
12099,648,Sydney Hall,18-05-1955,F,Professional,2-5 Miles,Yakima,Washington,United States,98901
12100,301,Jon Sun,22-10-1954,M,Management,10+ Miles,Burbank,California,United States,91502
12101,345,Logan Patterson,22-10-1954,M,Professional,10+ Miles,Newport Beach,California,United States,92625
12102,347,Devin Simmons,02-12-1954,M,Professional,1-2 Miles,Novato,California,United States,94947
12103,348,Chloe White,08-10-1960,F,Professional,10+ Miles,Oakland,California,United States,94611
12104,352,Mariah Ross,08-01-1960,F,Professional,10+ Miles,Palo Alto,California,United States,94303
12105,385,Abigail Foster,13-11-1954,F,Professional,10+ Miles,Woodland Hills,California,United States,91364
12106,59,Isaiah Baker,06-12-1955,M,Skilled Manual,2-5 Miles,Oak Bay,British Columbia,Canada,V8P
12107,69,Nathan Gonzales,11-08-1961,M,Skilled Manual,2-5 Miles,Victoria,British Columbia,Canada,V8V
12108,627,James Walker,19-02-1961,M,Professional,10+ Miles,Marysville,Washington,United States,98270
12109,641,Morgan Foster,17-09-1955,F,Professional,10+ Miles,Spokane,Washington,United States,99202
12110,302,Bianca Guo,03-08-1955,F,Professional,10+ Miles,Burlingame,California,United States,94010
12111,322,Jacqueline Gonzales,01-02-1956,F,Professional,2-5 Miles,Fremont,California,United States,94536
12112,337,Arianna Henderson,07-12-1955,F,Professional,1-2 Miles,Long Beach,California,United States,90802
12113,51,Nathan Hughes,16-02-1968,M,Professional,10+ Miles,Langford,British Columbia,Canada,V9
12114,53,Charles Richardson,06-05-1957,M,Professional,10+ Miles,Metchosin,British Columbia,Canada,V9
12115,543,Chloe Richardson,07-08-1956,F,Professional,2-5 Miles,Lebanon,Oregon,United States,97355
12116,547,Amanda Gray,21-08-1956,F,Professional,10+ Miles,Portland,Oregon,United States,97205
12117,637,Cameron Yang,30-01-1957,M,Professional,2-5 Miles,Seattle,Washington,United States,98104
